id,area,square_feet,num_bedrooms,num_bathrooms,year_built,has_garage,price
9530,Pimpri-Chinchwad,811,2,2,1994,1,5187595
9531,Pimpri-Chinchwad,631,1,2,2019,0,4391383
9532,Hinjewadi,2305,4,4,2005,1,13182243
9533,Hinjewadi,2459,4,3,1999,1,13340156
9534,Pimpri-Chinchwad,1969,4,3,2016,1,12926148
9535,Viman Nagar,1980,4,4,2017,1,16659497
9536,Pimpri-Chinchwad,1815,4,4,2003,1,11402922
9537,Pimpri-Chinchwad,1499,3,2,2002,1,9560190
9538,Hinjewadi,600,1,2,2006,1,3658172
9539,Viman Nagar,3127,5,5,2025,1,27988683
9540,Viman Nagar,3615,5,5,1996,1,26332378
9541,Kalyani Nagar,1223,3,2,2011,1,12316645
9542,Kalyani Nagar,691,1,2,2023,0,7520034
9543,Koregaon Park,1643,3,3,2014,0,19569372
9544,Viman Nagar,2734,5,4,2021,1,24508697
9545,Pimpri-Chinchwad,1686,3,3,2007,1,10859658
9546,Hinjewadi,1401,3,3,2009,0,7964921
9547,Kalyani Nagar,1486,3,3,2006,1,15500132
9548,Koregaon Park,547,1,1,1994,1,5905755
9549,Pimpri-Chinchwad,2260,4,3,2002,1,14233826
9550,Koregaon Park,1264,3,3,2021,0,16096432
9551,Pimpri-Chinchwad,1448,3,3,2019,1,9791027
9552,Viman Nagar,1043,2,2,2003,0,8166023
9553,Koregaon Park,604,1,1,2006,0,6803270
9554,Viman Nagar,3346,5,5,2000,1,24419885
9555,Koregaon Park,704,1,1,1994,0,7311016
9556,Kalyani Nagar,3516,5,5,2023,1,37209872
9557,Koregaon Park,1551,3,2,2015,1,18626114
9558,Viman Nagar,3761,5,5,2023,1,31095492
9559,Kalyani Nagar,1509,3,2,2026,1,17235724
9560,Hinjewadi,1807,4,3,2008,1,10229642
9561,Kalyani Nagar,523,1,2,1998,0,4892003
9562,Viman Nagar,2368,4,4,2012,1,19207552
9563,Pimpri-Chinchwad,3596,5,5,1991,1,20462095
9564,Viman Nagar,4093,5,4,1991,1,28321473
9565,Hinjewadi,1676,3,2,1997,1,9138528
9566,Viman Nagar,2969,5,5,2004,1,22457388
9567,Kalyani Nagar,1283,3,2,2011,1,13234091
9568,Koregaon Park,3159,5,5,2005,1,35329471
9569,Kalyani Nagar,2417,4,4,2019,1,24473034
9570,Pimpri-Chinchwad,2047,4,4,2021,1,13524510
9571,Pimpri-Chinchwad,4141,5,5,1997,1,23959135
9572,Koregaon Park,1293,3,2,1994,1,14980455
9573,Kalyani Nagar,1384,3,2,2013,1,14203636
9574,Viman Nagar,2101,4,4,2015,1,18673527
9575,Hinjewadi,1652,3,2,1998,0,8404816
9576,Viman Nagar,558,1,1,2019,1,5209875
9577,Pimpri-Chinchwad,3804,5,4,2018,1,24675304
9578,Hinjewadi,1390,3,3,2001,0,7691972
9579,Kalyani Nagar,936,2,2,2016,0,9691147
9580,Kalyani Nagar,2512,4,3,2016,1,24827219
9581,Viman Nagar,4085,5,5,2018,1,34804406
9582,Kalyani Nagar,3723,5,5,1996,1,35432360
9583,Koregaon Park,700,1,1,2000,0,8019479
9584,Hinjewadi,628,1,2,2021,1,4028744
9585,Hinjewadi,722,1,1,2023,1,4547916
9586,Hinjewadi,4137,5,4,2010,0,20897287
9587,Hinjewadi,3790,5,4,2018,1,20954866
9588,Pimpri-Chinchwad,1892,4,3,1990,1,10886401
9589,Pimpri-Chinchwad,2811,5,4,1999,1,16428049
9590,Pimpri-Chinchwad,1034,2,2,2005,1,6622941
9591,Koregaon Park,1529,3,3,2016,1,20000159
9592,Pimpri-Chinchwad,2341,4,3,1993,1,12864900
9593,Kalyani Nagar,1529,3,3,1994,1,14935169
9594,Kalyani Nagar,1082,2,2,1997,0,10415057
9595,Viman Nagar,2268,4,4,2006,1,17835096
9596,Kalyani Nagar,688,1,1,2017,0,7191654
9597,Hinjewadi,1811,4,3,2007,1,10109822
9598,Kalyani Nagar,4168,5,4,2010,1,42658466
9599,Pimpri-Chinchwad,2416,4,3,2007,0,14986969
9600,Viman Nagar,2321,4,3,2012,1,19480986
9601,Koregaon Park,625,1,1,1995,0,7039275
9602,Kalyani Nagar,1518,3,2,2016,1,16397121
9603,Koregaon Park,637,1,2,2020,0,8297700
9604,Koregaon Park,1825,4,4,2008,1,22223162
9605,Kalyani Nagar,629,1,2,2008,0,6526929
9606,Pimpri-Chinchwad,2422,4,3,2025,1,15871498
9607,Hinjewadi,831,2,2,2009,0,5088469
9608,Viman Nagar,3374,5,5,1996,1,25955390
9609,Koregaon Park,858,2,2,1991,0,9781495
9610,Viman Nagar,2742,5,4,2025,1,24363780
9611,Hinjewadi,1291,3,3,2011,1,7444070
9612,Viman Nagar,3297,5,4,1993,1,24697992
9613,Pimpri-Chinchwad,1130,2,2,2022,0,7820578
9614,Koregaon Park,1079,2,2,1991,1,12209395
9615,Viman Nagar,1290,3,3,2026,1,11896184
9616,Kalyani Nagar,2386,4,3,2006,1,23871173
9617,Koregaon Park,3176,5,4,1991,1,33374223
9618,Hinjewadi,1288,3,3,1993,1,7237602
9619,Viman Nagar,2285,4,4,2024,1,19657335
9620,Pimpri-Chinchwad,4100,5,5,2024,1,27129563
9621,Hinjewadi,699,1,1,2019,1,4083836
9622,Hinjewadi,3093,5,4,2010,1,16417379
9623,Koregaon Park,1343,3,2,2025,0,17530586
9624,Pimpri-Chinchwad,1072,2,2,2006,1,6776523
9625,Pimpri-Chinchwad,542,1,1,2024,0,3736433
9626,Viman Nagar,908,2,2,2011,0,7809204
9627,Pimpri-Chinchwad,2584,4,4,2025,1,18246896
9628,Kalyani Nagar,684,1,1,1992,1,6369926
9629,Koregaon Park,932,2,2,2011,1,11669926
9630,Pimpri-Chinchwad,911,2,2,2000,0,5820046
9631,Koregaon Park,1005,2,2,2012,0,12588011
9632,Hinjewadi,1421,3,2,1998,1,7979110
9633,Pimpri-Chinchwad,3836,5,4,2015,1,23737925
9634,Hinjewadi,533,1,2,2013,0,3171691
9635,Hinjewadi,542,1,1,2009,0,2982947
9636,Pimpri-Chinchwad,4115,5,5,1991,1,21746409
9637,Koregaon Park,2311,4,4,2002,1,27577382
9638,Viman Nagar,946,2,2,1998,0,7547827
9639,Viman Nagar,1615,3,2,2018,1,13732459
9640,Pimpri-Chinchwad,730,1,1,1992,1,4253998
9641,Koregaon Park,3534,5,4,2010,1,40240979
9642,Viman Nagar,1933,4,3,2017,1,17419457
9643,Viman Nagar,2046,4,3,2026,1,19121328
9644,Kalyani Nagar,1150,2,2,2021,1,12987427
9645,Kalyani Nagar,561,1,1,2010,0,5894330
9646,Pimpri-Chinchwad,1031,2,2,2013,0,6637445
9647,Viman Nagar,617,1,2,2005,0,4966810
9648,Koregaon Park,592,1,2,1991,0,6381069
9649,Kalyani Nagar,622,1,1,2008,0,6296692
9650,Kalyani Nagar,2350,4,4,2025,1,26308283
9651,Hinjewadi,727,1,1,2004,1,3961344
9652,Koregaon Park,931,2,2,2004,0,10418478
9653,Pimpri-Chinchwad,2127,4,4,1990,1,12772230
9654,Kalyani Nagar,624,1,1,1994,0,5712940
9655,Hinjewadi,621,1,2,2003,0,3278200
9656,Hinjewadi,544,1,2,2002,0,3152372
9657,Hinjewadi,1905,4,4,1990,1,10175363
9658,Viman Nagar,2065,4,3,1996,0,15154182
9659,Pimpri-Chinchwad,1667,3,3,2024,1,11297709
9660,Viman Nagar,1459,3,3,2019,1,13204312
9661,Pimpri-Chinchwad,1203,3,2,2017,1,8707283
9662,Viman Nagar,693,1,1,2013,1,6124129
9663,Hinjewadi,657,1,2,2010,0,3866763
9664,Pimpri-Chinchwad,2907,5,4,2010,1,19219135
9665,Pimpri-Chinchwad,613,1,2,2020,1,4550350
9666,Koregaon Park,4185,5,5,2016,1,51571076
9667,Kalyani Nagar,645,1,1,2000,0,5877047
9668,Viman Nagar,1147,2,2,1990,0,8575822
9669,Pimpri-Chinchwad,966,2,2,2006,0,5915765
9670,Hinjewadi,1096,2,2,2004,0,5962045
9671,Viman Nagar,3251,5,4,2025,0,27105815
9672,Kalyani Nagar,1218,3,3,2011,0,12806047
9673,Viman Nagar,2470,4,3,2024,1,22325207
9674,Pimpri-Chinchwad,2164,4,4,2021,1,14932927
9675,Pimpri-Chinchwad,2248,4,3,1995,0,12647668
9676,Pimpri-Chinchwad,1368,3,3,2022,1,9502328
9677,Koregaon Park,911,2,2,2013,1,11438075
9678,Pimpri-Chinchwad,676,1,2,2013,1,4421151
9679,Koregaon Park,2121,4,4,2011,1,26426424
9680,Kalyani Nagar,685,1,1,2000,0,6548612
9681,Pimpri-Chinchwad,983,2,2,1999,1,6211697
9682,Viman Nagar,1342,3,2,2019,1,11905389
9683,Koregaon Park,1511,3,3,1998,1,17908697
9684,Viman Nagar,548,1,1,2006,0,4526939
9685,Pimpri-Chinchwad,1352,3,3,2001,1,8683609
9686,Kalyani Nagar,1668,3,3,2026,1,17582992
9687,Kalyani Nagar,3863,5,4,1993,1,34891949
9688,Kalyani Nagar,2438,4,4,2001,1,24348767
9689,Kalyani Nagar,3939,5,5,1996,1,34853250
9690,Pimpri-Chinchwad,2306,4,3,2007,1,14759326
9691,Pimpri-Chinchwad,1524,3,3,2012,1,10592958
9692,Viman Nagar,1035,2,2,2021,0,8610081
9693,Kalyani Nagar,814,2,2,2026,1,9384820
9694,Koregaon Park,3627,5,5,1999,1,40939812
9695,Viman Nagar,597,1,1,2010,0,4713707
9696,Kalyani Nagar,2309,4,3,1992,1,21890009
9697,Viman Nagar,3166,5,4,2010,1,25487191
9698,Koregaon Park,1416,3,3,2022,0,17304480
9699,Viman Nagar,523,1,2,2019,1,4749003
9700,Hinjewadi,1395,3,2,2010,0,7759235
9701,Koregaon Park,705,1,2,2001,1,8426073
9702,Koregaon Park,1612,3,3,2007,1,18363415
9703,Hinjewadi,3086,5,5,2016,1,18349198
9704,Pimpri-Chinchwad,3210,5,4,1991,1,17916830
9705,Pimpri-Chinchwad,3870,5,5,2016,1,24031165
9706,Pimpri-Chinchwad,895,2,2,2014,0,5780392
9707,Hinjewadi,863,2,2,1992,1,4539159
9708,Pimpri-Chinchwad,1528,3,2,2008,1,9459821
9709,Kalyani Nagar,1466,3,2,2024,1,16344977
9710,Kalyani Nagar,847,2,2,2000,0,8088120
9711,Viman Nagar,1096,2,2,1995,1,8489430
9712,Kalyani Nagar,1451,3,3,1996,1,13289154
9713,Viman Nagar,3592,5,5,2016,1,29651593
9714,Kalyani Nagar,967,2,2,2011,0,10064912
9715,Kalyani Nagar,670,1,1,2007,0,6502703
9716,Pimpri-Chinchwad,3787,5,4,2023,1,25885325
9717,Viman Nagar,947,2,2,2011,1,8157810
9718,Hinjewadi,727,1,1,2002,0,3585448
9719,Viman Nagar,3987,5,5,2020,1,31996658
9720,Pimpri-Chinchwad,3419,5,5,2006,1,20636368
9721,Kalyani Nagar,1983,4,3,2000,1,19484058
9722,Hinjewadi,1102,2,2,2005,0,5767010
9723,Hinjewadi,3013,5,5,2003,1,16854302
9724,Pimpri-Chinchwad,891,2,2,2022,0,6497599
9725,Pimpri-Chinchwad,554,1,1,2006,0,3281440
9726,Koregaon Park,3901,5,4,2005,1,43249427
9727,Hinjewadi,2600,4,4,2003,1,13564245
9728,Hinjewadi,2956,5,4,1991,1,14494090
9729,Hinjewadi,2051,4,3,2000,1,10793017
9730,Kalyani Nagar,2480,4,4,2020,1,24948256
9731,Kalyani Nagar,1990,4,3,1991,1,18042782
9732,Kalyani Nagar,1241,3,2,2026,1,14496439
9733,Hinjewadi,652,1,2,2006,0,3558545
9734,Koregaon Park,816,2,2,2016,0,10735676
9735,Hinjewadi,1025,2,2,1999,0,5471874
9736,Hinjewadi,728,1,1,2001,1,4077758
9737,Hinjewadi,1335,3,3,2009,1,8324376
9738,Viman Nagar,3990,5,4,2017,1,33329498
9739,Pimpri-Chinchwad,566,1,2,2012,0,3782187
9740,Kalyani Nagar,1412,3,3,1996,0,13619656
9741,Pimpri-Chinchwad,585,1,2,2002,0,3487407
9742,Koregaon Park,1597,3,3,2020,0,19568927
9743,Viman Nagar,948,2,2,2007,1,8258257
9744,Koregaon Park,3941,5,4,1992,1,41664341
9745,Pimpri-Chinchwad,1305,3,3,1992,1,8298036
9746,Koregaon Park,3188,5,5,2020,0,39028133
9747,Pimpri-Chinchwad,909,2,2,2012,1,6172664
9748,Pimpri-Chinchwad,576,1,1,2012,0,3541518
9749,Hinjewadi,3174,5,5,2021,1,18811973
9750,Koregaon Park,598,1,2,2001,1,7218099
9751,Hinjewadi,704,1,1,1995,0,3495387
9752,Kalyani Nagar,1652,3,3,2002,1,15332512
9753,Kalyani Nagar,2028,4,4,2014,1,21802193
9754,Koregaon Park,914,2,2,1991,1,10339107
9755,Viman Nagar,2160,4,4,2003,1,18095813
9756,Viman Nagar,907,2,2,2007,1,7826473
9757,Kalyani Nagar,2507,4,4,2012,1,24220831
9758,Viman Nagar,2170,4,3,1990,1,16213301
9759,Kalyani Nagar,692,1,1,2000,0,6387781
9760,Viman Nagar,2519,4,4,1991,1,18209223
9761,Koregaon Park,580,1,2,2005,0,6892454
9762,Koregaon Park,880,2,2,2009,0,10920101
9763,Hinjewadi,2793,5,4,2008,0,16103408
9764,Pimpri-Chinchwad,503,1,2,1994,0,3225956
9765,Viman Nagar,927,2,2,2005,1,8080338
9766,Koregaon Park,2156,4,4,2004,1,25213348
9767,Koregaon Park,2803,5,4,2007,1,31824676
9768,Viman Nagar,2031,4,3,2017,1,17569703
9769,Viman Nagar,1249,3,3,2024,0,11192871
9770,Viman Nagar,4079,5,4,2007,1,30558056
9771,Kalyani Nagar,1574,3,2,2006,1,16258112
9772,Hinjewadi,2128,4,3,2014,1,12931360
9773,Hinjewadi,925,2,2,1991,0,4884606
9774,Pimpri-Chinchwad,3850,5,5,1996,1,21327001
9775,Hinjewadi,1033,2,2,2025,1,6775572
9776,Koregaon Park,706,1,1,2022,1,8886281
9777,Viman Nagar,2974,5,4,2001,1,23151204
9778,Hinjewadi,650,1,1,2000,1,3618356
9779,Pimpri-Chinchwad,2949,5,4,2009,1,19151440
9780,Kalyani Nagar,1327,3,2,1996,1,12014234
9781,Koregaon Park,621,1,1,2007,1,7180162
9782,Kalyani Nagar,1007,2,2,2021,0,10896362
9783,Pimpri-Chinchwad,514,1,2,1995,1,3375219
9784,Hinjewadi,1919,4,4,2014,0,10965800
9785,Pimpri-Chinchwad,3576,5,4,2013,1,23210829
9786,Hinjewadi,1278,3,2,1997,1,7071167
9787,Koregaon Park,1070,2,2,2006,1,12487706
9788,Pimpri-Chinchwad,3012,5,5,2016,1,19892626
9789,Kalyani Nagar,2464,4,4,2006,1,25329548
9790,Kalyani Nagar,1323,3,2,1992,1,11908702
9791,Koregaon Park,3169,5,5,2008,1,36033657
9792,Viman Nagar,979,2,2,2016,0,8181357
9793,Viman Nagar,689,1,2,1996,1,5503062
9794,Koregaon Park,519,1,1,1998,1,5718471
9795,Koregaon Park,1547,3,2,2022,1,19092657
9796,Hinjewadi,1291,3,3,2014,1,7847309
9797,Hinjewadi,2700,5,5,1993,1,13482403
9798,Pimpri-Chinchwad,3503,5,4,1990,1,20022391
9799,Kalyani Nagar,1951,4,3,1991,1,16964979
9800,Koregaon Park,807,2,2,2006,1,10317982
9801,Kalyani Nagar,1108,2,2,2017,0,11907577
9802,Pimpri-Chinchwad,1543,3,3,2002,1,9289071
9803,Viman Nagar,2078,4,3,2011,1,16686441
9804,Kalyani Nagar,2572,4,3,2003,1,24597681
9805,Kalyani Nagar,1873,4,3,2016,1,19138412
9806,Kalyani Nagar,1648,3,3,1998,1,14963624
9807,Kalyani Nagar,2402,4,4,2004,1,22370784
9808,Viman Nagar,935,2,2,2020,0,8130185
9809,Hinjewadi,1138,2,2,2013,1,6855510
9810,Viman Nagar,1036,2,2,1990,1,8078428
9811,Kalyani Nagar,3524,5,5,2024,1,37263776
9812,Viman Nagar,2567,4,3,1993,1,17957163
9813,Kalyani Nagar,3100,5,4,1990,1,28559888
9814,Pimpri-Chinchwad,1632,3,2,2007,1,9840056
9815,Hinjewadi,847,2,2,2008,1,5401548
9816,Viman Nagar,532,1,1,2002,0,4026844
9817,Pimpri-Chinchwad,1329,3,3,1993,1,8178171
9818,Kalyani Nagar,535,1,1,2022,0,5864257
9819,Viman Nagar,2530,4,4,2000,1,18752756
9820,Viman Nagar,3893,5,4,2022,1,32157265
9821,Pimpri-Chinchwad,1134,2,2,2011,0,6857904
9822,Koregaon Park,631,1,2,1997,0,7118080
9823,Pimpri-Chinchwad,1439,3,3,2007,1,9126086
9824,Pimpri-Chinchwad,2241,4,4,2002,1,13429797
9825,Koregaon Park,747,1,2,2003,1,8321756
9826,Hinjewadi,3962,5,5,2017,1,22648505
9827,Koregaon Park,2979,5,4,2007,0,35697144
9828,Hinjewadi,1695,3,2,2005,1,9299609
9829,Kalyani Nagar,2396,4,3,1990,1,22110918
9830,Hinjewadi,932,2,2,1991,0,5021631
9831,Hinjewadi,1869,4,4,2019,1,11564430
9832,Kalyani Nagar,2568,4,3,2003,1,24437041
9833,Koregaon Park,1229,3,3,1990,1,13818246
9834,Pimpri-Chinchwad,3410,5,5,1992,1,18738849
9835,Pimpri-Chinchwad,826,2,2,2004,1,5256396
9836,Pimpri-Chinchwad,2796,5,5,2022,1,18767275
9837,Pimpri-Chinchwad,2452,4,3,2002,1,15193131
9838,Koregaon Park,1023,2,2,2000,0,11399385
9839,Pimpri-Chinchwad,1096,2,2,2004,1,6887751
9840,Viman Nagar,623,1,1,1994,0,4473462
9841,Hinjewadi,709,1,1,2009,0,3697997
9842,Viman Nagar,2021,4,4,2005,1,17090397
9843,Koregaon Park,1988,4,4,2014,1,24801523
9844,Kalyani Nagar,1275,3,2,2010,1,12620654
9845,Hinjewadi,541,1,2,1990,0,2788357
9846,Kalyani Nagar,1011,2,2,2013,1,10209751
9847,Kalyani Nagar,2575,4,3,2017,1,26793396
9848,Viman Nagar,4195,5,4,2004,1,32089993
9849,Kalyani Nagar,1104,2,2,2025,1,11777604
9850,Pimpri-Chinchwad,749,1,2,1994,1,4486983
9851,Viman Nagar,1532,3,2,1993,1,11613080
9852,Pimpri-Chinchwad,2144,4,3,2005,1,13910959
9853,Kalyani Nagar,1043,2,2,1995,1,9912967
9854,Pimpri-Chinchwad,642,1,2,1994,0,3632084
9855,Hinjewadi,1529,3,3,2005,0,8353434
9856,Viman Nagar,1124,2,2,2016,0,9164320
9857,Koregaon Park,3605,5,4,2001,1,39695693
9858,Viman Nagar,598,1,2,2011,1,5244913
9859,Hinjewadi,1302,3,2,2020,1,8281580
9860,Viman Nagar,646,1,2,1999,1,5439099
9861,Koregaon Park,4028,5,5,2025,1,51144539
9862,Kalyani Nagar,1260,3,2,2020,1,13234577
9863,Pimpri-Chinchwad,1671,3,3,2003,1,9917264
9864,Kalyani Nagar,3547,5,5,2012,1,34842625
9865,Kalyani Nagar,3447,5,5,2009,1,34623335
9866,Hinjewadi,3269,5,5,2000,1,16593065
9867,Kalyani Nagar,594,1,1,2012,1,6160877
9868,Pimpri-Chinchwad,1085,2,2,1996,1,6825562
9869,Viman Nagar,2406,4,3,2001,1,18191641
9870,Pimpri-Chinchwad,1481,3,3,1999,1,9430855
9871,Pimpri-Chinchwad,2521,4,3,2006,1,15826976
9872,Kalyani Nagar,1086,2,2,1997,1,10135538
9873,Viman Nagar,1605,3,2,2001,0,12764706
9874,Viman Nagar,3632,5,5,1997,1,27920630
9875,Hinjewadi,826,2,2,2020,1,5213647
9876,Viman Nagar,2231,4,3,2021,1,19385751
9877,Kalyani Nagar,652,1,2,2003,0,6638114
9878,Kalyani Nagar,584,1,2,1990,0,5531961
9879,Hinjewadi,1430,3,3,1993,1,7435405
9880,Koregaon Park,924,2,2,2024,0,11748845
9881,Kalyani Nagar,830,2,2,2011,0,8902040
9882,Kalyani Nagar,640,1,2,2008,1,6383958
9883,Pimpri-Chinchwad,813,2,2,2019,1,5955105
9884,Hinjewadi,995,2,2,2008,0,5843520
9885,Kalyani Nagar,1546,3,2,1994,0,14792635
9886,Koregaon Park,987,2,2,2022,1,12205720
9887,Koregaon Park,528,1,2,1995,0,5662957
9888,Kalyani Nagar,806,2,2,1993,0,7783773
9889,Koregaon Park,814,2,2,2018,0,10179345
9890,Pimpri-Chinchwad,3645,5,5,2011,1,21841399
9891,Hinjewadi,621,1,1,1997,1,3570337
9892,Kalyani Nagar,653,1,2,2025,0,7300015
9893,Viman Nagar,1594,3,3,2012,1,13633679
9894,Koregaon Park,1219,3,2,2020,0,16051916
9895,Hinjewadi,606,1,1,2016,1,3864710
9896,Kalyani Nagar,1415,3,3,1996,0,12825614
9897,Hinjewadi,1803,4,4,2025,0,11605362
9898,Pimpri-Chinchwad,2728,5,5,2015,1,17530169
9899,Kalyani Nagar,1106,2,2,1995,1,10126067
9900,Viman Nagar,1030,2,2,2016,0,8370858
9901,Pimpri-Chinchwad,2238,4,3,2006,1,13373435
9902,Pimpri-Chinchwad,2224,4,3,1992,0,13126963
9903,Kalyani Nagar,598,1,2,1990,0,5524143
9904,Viman Nagar,577,1,2,2012,0,4935375
9905,Pimpri-Chinchwad,1892,4,4,2017,1,12430933
9906,Koregaon Park,2137,4,3,2019,1,28109668
9907,Viman Nagar,1145,2,2,1995,1,8422364
9908,Pimpri-Chinchwad,3516,5,4,2009,1,21000904
9909,Koregaon Park,1119,2,2,2011,0,12812372
9910,Koregaon Park,948,2,2,2003,1,11445001
9911,Pimpri-Chinchwad,638,1,1,1996,0,3632234
9912,Hinjewadi,1369,3,3,2001,1,7799110
9913,Viman Nagar,2488,4,3,2026,1,20977269
9914,Koregaon Park,2899,5,5,2001,1,33273234
9915,Pimpri-Chinchwad,1500,3,3,2020,1,10522582
9916,Viman Nagar,800,2,2,2000,1,6950067
9917,Kalyani Nagar,1070,2,2,2011,1,11458774
9918,Viman Nagar,943,2,2,2000,1,7810754
9919,Viman Nagar,554,1,1,2021,0,4682233
9920,Koregaon Park,2430,4,3,1990,1,25038452
9921,Viman Nagar,2487,4,4,2007,1,19893365
9922,Kalyani Nagar,1397,3,3,2018,1,15525901
9923,Viman Nagar,2168,4,4,2009,1,17175342
9924,Hinjewadi,935,2,2,2024,1,6262586
9925,Pimpri-Chinchwad,1058,2,2,2001,0,6650827
9926,Koregaon Park,898,2,2,2015,1,11763030
9927,Viman Nagar,1626,3,3,1990,1,11735593
9928,Kalyani Nagar,636,1,1,2002,0,6280546
9929,Viman Nagar,3256,5,4,2025,1,29872346
9930,Hinjewadi,2438,4,3,2020,1,14558779
9931,Kalyani Nagar,1662,3,2,1995,1,14766220
9932,Kalyani Nagar,990,2,2,1994,1,9207494
9933,Kalyani Nagar,3824,5,4,2026,1,39768259
9934,Viman Nagar,659,1,2,1998,0,5127583
9935,Pimpri-Chinchwad,1059,2,2,2024,0,7640059
9936,Hinjewadi,2776,5,5,2024,1,17521533
9937,Hinjewadi,2247,4,3,2025,1,13355480
9938,Viman Nagar,950,2,2,1998,0,7504587
9939,Viman Nagar,822,2,2,2026,0,7403720
9940,Kalyani Nagar,3900,5,5,1999,1,36810604
9941,Koregaon Park,2385,4,3,2001,1,25707036
9942,Pimpri-Chinchwad,1859,4,4,1992,1,10916993
9943,Kalyani Nagar,2763,5,4,1991,1,25835467
9944,Pimpri-Chinchwad,3104,5,4,1994,1,17056582
9945,Viman Nagar,893,2,2,2015,1,7971325
9946,Koregaon Park,622,1,1,2018,0,7777850
9947,Kalyani Nagar,642,1,2,2014,0,6437695
9948,Viman Nagar,1004,2,2,2026,0,9203138
9949,Hinjewadi,2045,4,4,2005,1,12017604
9950,Kalyani Nagar,1008,2,2,2026,1,10997321
9951,Hinjewadi,2935,5,4,2006,1,16857528
9952,Hinjewadi,3554,5,5,2013,1,19212277
9953,Kalyani Nagar,2042,4,4,2026,1,23223849
9954,Koregaon Park,1256,3,2,2021,0,15587904
9955,Pimpri-Chinchwad,1254,3,2,2025,0,8545459
9956,Koregaon Park,1574,3,3,2010,1,18522775
9957,Hinjewadi,3565,5,5,1994,1,18182381
9958,Viman Nagar,3329,5,5,1999,1,24895316
9959,Pimpri-Chinchwad,2578,4,4,2026,1,17046872
9960,Koregaon Park,565,1,1,2014,0,6654962
9961,Koregaon Park,1110,2,2,2000,0,12119718
9962,Kalyani Nagar,1466,3,3,2003,1,14880435
9963,Kalyani Nagar,1080,2,2,2008,1,10778227
9964,Kalyani Nagar,1639,3,3,2025,1,18848620
9965,Kalyani Nagar,1437,3,2,2014,1,15616629
9966,Pimpri-Chinchwad,3689,5,5,2007,1,23053820
9967,Hinjewadi,1422,3,3,2011,0,8265058
9968,Hinjewadi,2976,5,4,2014,1,16610920
9969,Viman Nagar,2259,4,4,2017,0,18534392
9970,Koregaon Park,2861,5,4,2017,1,34055808
9971,Viman Nagar,1412,3,3,2010,0,11219828
9972,Hinjewadi,559,1,2,2020,1,3772646
9973,Kalyani Nagar,839,2,2,2021,1,9001095
9974,Hinjewadi,2124,4,3,1996,1,10687073
9975,Pimpri-Chinchwad,670,1,2,2009,0,4298588
9976,Hinjewadi,2779,5,4,2007,1,15458282
9977,Kalyani Nagar,1349,3,3,2005,1,13791455
9978,Hinjewadi,805,2,2,2009,1,4745052
9979,Viman Nagar,520,1,2,2022,0,4751986
9980,Kalyani Nagar,3555,5,4,1996,1,33434963
9981,Viman Nagar,2372,4,4,2004,1,19124919
9982,Pimpri-Chinchwad,591,1,2,2005,1,4020503
9983,Kalyani Nagar,744,1,1,1992,0,6654987
9984,Hinjewadi,1030,2,2,1990,0,5432037
9985,Viman Nagar,1043,2,2,2013,1,9162106
9986,Hinjewadi,3538,5,5,2025,1,20237304
9987,Viman Nagar,596,1,1,1994,0,4468201
9988,Pimpri-Chinchwad,1614,3,3,2003,1,10521718
9989,Pimpri-Chinchwad,3701,5,5,1994,1,20143802
9990,Kalyani Nagar,2239,4,3,2013,1,23534655
9991,Hinjewadi,721,1,2,2010,0,3917238
9992,Hinjewadi,966,2,2,2024,0,5863111
9993,Hinjewadi,2505,4,4,1996,1,12734254
9994,Koregaon Park,1456,3,3,2004,1,17464682
9995,Koregaon Park,1063,2,2,1990,1,11768521
9996,Hinjewadi,3448,5,5,2002,1,18583844
9997,Kalyani Nagar,2389,4,3,2001,1,23198791
9998,Viman Nagar,1228,3,2,2016,1,10713507
9999,Viman Nagar,1270,3,2,1993,1,9532993
10000,Kalyani Nagar,911,2,2,2017,0,9842159
10001,Kalyani Nagar,633,1,1,2013,0,6564043
10002,Pimpri-Chinchwad,2068,4,3,2008,1,12870942
10003,Hinjewadi,2279,4,4,2018,1,12916671
10004,Viman Nagar,693,1,2,2008,0,5644591
10005,Pimpri-Chinchwad,1490,3,3,1991,1,9259045
10006,Viman Nagar,1092,2,2,1994,0,8202282
10007,Pimpri-Chinchwad,3748,5,4,2003,0,22180537
10008,Pimpri-Chinchwad,3992,5,4,2014,1,23879343
10009,Koregaon Park,971,2,2,2005,1,11726648
10010,Pimpri-Chinchwad,519,1,1,2008,1,3551670
10011,Kalyani Nagar,2416,4,4,2004,1,22714320
10012,Pimpri-Chinchwad,1228,3,3,2022,0,8737941
10013,Hinjewadi,1515,3,3,2026,1,9672980
10014,Kalyani Nagar,578,1,1,2023,0,6462989
10015,Koregaon Park,891,2,2,2006,0,10925637
10016,Koregaon Park,1008,2,2,2001,1,11485791
10017,Viman Nagar,1147,2,2,2002,0,8986458
10018,Pimpri-Chinchwad,1123,2,2,2006,0,6929353
10019,Pimpri-Chinchwad,1218,3,2,2005,1,7843146
10020,Koregaon Park,2013,4,3,2003,0,24099760
10021,Hinjewadi,1616,3,3,1997,0,8228260
10022,Pimpri-Chinchwad,2332,4,3,2023,1,15187853
10023,Viman Nagar,507,1,1,2007,1,4360047
